"altersklasse_covid19","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"Unbekannt","all","AI",202042,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","AR",202042,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-1,NA,-100,-0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","BE",202042,2,0,2,39,0,0,2.6,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,NA,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","BL",202042,0,0,NA,14,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","BS",202042,0,0,NA,23,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","FL",202042,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","FR",202042,0,0,NA,10,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-1,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","GE",202042,0,0,NA,11,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","GL",202042,1,0,1,5,0,NA,0,0.003,0.3,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,NA,NA,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","GR",202042,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","JU",202042,1,1,0,1,100,NA,100,0.001,0.1,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,NA,NA,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","LU",202042,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","NE",202042,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","NW",202042,1,0,1,2,0,NA,0,0.002,0.2,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,NA,NA,0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","OW",202042,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","SG",202042,6,0,6,13,0,NA,0,0.001,0.1,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",6,NA,NA,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","SH",202042,0,0,NA,4,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","SO",202042,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","SZ",202042,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","TG",202042,1,0,1,3,0,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","TI",202042,1,0,1,22,0,0,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-1,NA,-50,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","UR",202042,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","VD",202042,3,0,3,55,0,0,1.8,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","VS",202042,1,0,1,6,0,0,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","ZG",202042,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","ZH",202042,6,1,5,56,16.7,16.7,1.8,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","AG",202043,214,13,201,4922,6.1,-6.4,0.8,0.02,2,71486,299.36,6885.26,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",118,165.07,122.9,0.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","AI",202043,0,0,NA,33,NA,NA,3,0,0,1763,0,1871.81,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-1,-56.72,-100,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","AR",202043,6,0,6,143,0,0,0,0.006,0.6,5944,100.94,2405.79,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",4,67.29,200,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","BE",202043,223,29,194,5522,13,1,1.3,0.012,1.2,101287,220.17,5451.83,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",123,121.44,123,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","BL",202043,109,5,104,2972,4.6,-0.5,0.7,0.021,2.1,27527,395.97,10796.67,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",30,108.98,38,-0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","BS",202043,129,5,124,3148,3.9,-0.2,0.8,0.03,3,18565,694.86,16956.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",7,37.71,5.7,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","FL",202043,15,3,12,552,20,20,0.5,0.011,1.1,4056,369.82,13609.47,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",10,246.55,200,0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","FR",202043,59,6,53,1392,10.2,2.3,1.1,0.008,0.8,35588,165.79,3911.43,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-4,-11.24,-6.3,-0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","GE",202043,279,40,239,4795,14.3,7.8,3.4,0.018,1.8,52912,527.29,9062.22,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-59,-111.51,-17.5,-0.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","GL",202043,6,1,5,145,16.7,-16.6,1.4,0.011,1.1,3943,152.17,3677.4,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",3,76.09,100,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","GR",202043,48,5,43,1442,10.4,10.4,1.5,0.017,1.7,17435,275.31,8270.72,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",2,11.47,4.3,-0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","JU",202043,11,0,11,290,0,0,0,0.005,0.5,7259,151.54,3995.04,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",3,41.33,37.5,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","LU",202043,67,7,60,2220,10.4,-4.4,1,0.01,1,43077,155.54,5153.56,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",40,92.86,148.1,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","NE",202043,36,4,32,1706,11.1,7.4,0.6,0.011,1.1,17682,203.6,9648.23,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",9,50.9,33.3,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","NW",202043,4,0,4,152,0,-20,0.7,0.007,0.7,3889,102.85,3908.46,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-1,-25.72,-20,-0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","OW",202043,7,0,7,182,0,0,0.5,0.017,1.7,3806,183.92,4781.92,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",5,131.37,250,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","SG",202043,66,11,55,1966,16.7,8.5,1.7,0.007,0.7,52827,124.94,3721.58,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",17,32.18,34.7,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","SH",202043,9,2,7,326,22.2,-27.8,3.1,0.007,0.7,7782,115.65,4189.15,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",1,12.85,12.5,-0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","SO",202043,40,8,32,1487,20,15,1.7,0.01,1,26649,150.1,5579.95,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",20,75.05,100,0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","SZ",202043,37,7,30,1143,18.9,-2.8,1.7,0.01,1,15589,237.35,7332.09,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",14,89.81,60.9,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","TG",202043,43,4,39,1314,9.3,-10.7,1,0.009,0.9,29232,147.1,4495.07,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",28,95.79,186.7,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","TI",202043,96,12,84,1602,12.5,7.1,1.8,0.012,1.2,29500,325.42,5430.51,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",22,74.57,29.7,-0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","UR",202043,1,0,1,111,0,0,0,0.002,0.2,3563,28.07,3115.35,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-1,-28.06,-50,-0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","VD",202043,180,30,150,7688,16.7,14.1,0.9,0.01,1,86781,207.42,8859.08,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-14,-16.13,-7.2,-0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","VS",202043,104,18,86,1864,17.3,3,1.8,0.01,1,33397,311.41,5581.34,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",41,122.77,65.1,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","ZG",202043,21,3,18,531,14.3,8.1,1.9,0.008,0.8,13206,159.02,4020.9,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",5,37.86,31.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","all","ZH",202043,497,45,452,15985,9.1,1.9,1.2,0.015,1.5,162354,306.12,9845.77,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",219,134.89,78.8,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","AG",202043,1327,135,1192,13498,10.2,1.3,3.1,0.125,12.5,67323,1971.09,20049.61,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",464,689.21,53.8,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","AI",202043,25,5,20,237,20,-5.9,6.3,0.095,9.5,1642,1522.53,14433.62,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-2,-121.81,-7.4,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","AR",202043,103,21,82,931,20.4,4.7,5.3,0.11,11,5254,1960.41,17719.83,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",52,989.72,102,2.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","BE",202043,2489,360,2129,18821,14.5,3.5,4.1,0.13,13,96454,2580.5,19512.93,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",1127,1168.43,82.7,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","BL",202043,750,55,695,6460,7.3,0.7,1.9,0.145,14.5,27931,2685.19,23128.42,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",313,1120.62,71.6,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","BS",202043,505,36,469,4183,7.1,0.699999999999999,2.8,0.118,11.8,15404,3278.37,27155.28,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",208,1350.3,70,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","FL",202043,135,25,110,1801,18.5,10,2,0.103,10.3,3920,3443.88,45943.88,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",88,2244.9,187.2,2.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","FR",202043,527,156,371,6357,29.6,13.4,6.7,0.073,7.3,35792,1472.4,17760.95,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-36,-100.58,-6.4,-3.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","GE",202043,984,272,712,13604,27.6,14,6.6,0.062,6.2,53165,1850.84,25588.26,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-492,-925.42,-33.3,-5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","GL",202043,58,3,55,601,5.2,-11,3,0.111,11.1,3848,1507.28,15618.5,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",21,545.74,56.8,1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","GR",202043,232,35,197,4224,15.1,7.8,3.6,0.08,8,17946,1292.77,23537.28,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-16,-89.15,-6.5,-3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","JU",202043,117,29,88,1126,24.8,3.1,6.3,0.056,5.6,8058,1451.97,13973.69,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",25,310.25,27.2,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","LU",202043,838,117,721,6862,14,5.8,3.4,0.126,12.6,40737,2057.1,16844.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",288,706.98,52.4,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","NE",202043,295,81,214,3379,27.5,8.4,4.9,0.092,9.2,19307,1527.94,17501.42,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",133,688.87,82.1,1.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","NW",202043,55,2,53,584,3.6,-3,1.5,0.093,9.3,3909,1407.01,14939.88,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-6,-153.49,-9.8,-1.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","OW",202043,41,2,39,620,4.9,-5.1,2.1,0.098,9.8,3784,1083.51,16384.78,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-9,-237.84,-18,-3.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","SG",202043,1019,199,820,9812,19.5,7.1,4.7,0.114,11.4,51757,1968.82,18957.82,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",421,813.42,70.4,1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","SH",202043,138,27,111,1356,19.6,11.5,3.4,0.108,10.8,7621,1810.79,17792.94,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",76,997.25,122.6,3.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","SO",202043,498,59,439,4950,11.8,1.4,3.1,0.12,12,25703,1937.52,19258.45,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",219,852.04,78.5,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","SZ",202043,385,54,331,3216,14,-0.300000000000001,4.8,0.101,10.1,15355,2507.33,20944.32,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",57,371.22,17.4,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","TG",202043,539,68,471,4637,12.6,2.6,2.9,0.117,11.7,27381,1968.52,16935.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",300,1095.65,125.5,3.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","TI",202043,1001,119,882,7298,11.9,4.5,3.6,0.126,12.6,33625,2976.95,21704.09,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",242,719.7,31.9,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","UR",202043,41,6,35,407,14.6,2.6,3.9,0.097,9.7,3794,1080.65,10727.46,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",16,421.71,64,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","VD",202043,1397,361,1036,23282,25.8,11.8,5.6,0.075,7.5,89543,1560.14,26000.92,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",250,279.19,21.8,-0.800000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","VS",202043,853,230,623,6684,27,1.6,8,0.08,8,34386,2480.66,19438.14,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",179,520.56,26.6,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","ZG",202043,316,48,268,2586,15.2,-9.7,5.4,0.113,11.3,12695,2489.17,20370.22,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",87,685.31,38,0.300000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","all","ZH",202043,3211,429,2782,37358,13.4,3.1,3.3,0.094,9.4,141741,2265.4,26356.52,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",1243,876.95,63.2,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","AG",202043,2436,348,2088,20299,14.3,5.8,5,0.229,22.9,81244,2998.38,24985.23,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",701,862.84,40.4,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","AI",202043,50,15,35,467,30,2.5,9.6,0.19,19,2104,2376.43,22195.82,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-1,-47.52,-2,-4.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","AR",202043,200,47,153,1508,23.5,12.9,6.2,0.214,21.4,6318,3165.56,23868.31,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",59,933.84,41.8,-2.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","BE",202043,4130,681,3449,32332,16.5,6.3,5.3,0.216,21.6,119810,3447.12,26986.06,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",682,569.23,19.8,-3.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","BL",202043,1165,131,1034,8323,11.2,4.2,3.4,0.226,22.6,30548,3813.67,27245.65,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",376,1230.85,47.7,-0.899999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","BS",202043,1037,125,912,7271,12.1,3.9,4.7,0.242,24.2,23685,4378.3,30698.75,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",291,1228.63,39,-1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","FL",202043,224,30,194,1527,13.4,-1.2,4.3,0.171,17.1,4509,4967.84,33865.6,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",87,1929.47,63.5,-6.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","FR",202043,1745,515,1230,12868,29.5,11.1,10.4,0.242,24.2,42682,4088.37,30148.54,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",400,937.16,29.7,-2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","GE",202043,3000,880,2120,23897,29.3,12,10.9,0.19,19,65068,4610.56,36726.19,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",629,966.68,26.5,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","GL",202043,132,27,105,1083,20.5,0.100000000000001,6.7,0.253,25.3,4836,2729.53,22394.54,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",29,599.67,28.2,-0.800000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","GR",202043,641,109,532,5465,17,6.8,5.2,0.222,22.2,22953,2792.66,23809.52,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",80,348.54,14.3,-3.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","JU",202043,415,122,293,2257,29.4,6.9,11.8,0.199,19.9,9124,4548.44,24736.96,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",166,1819.37,66.7,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","LU",202043,1687,287,1400,12900,17,4.7,5.3,0.253,25.3,54054,3120.95,23865.02,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",349,645.65,26.1,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","NE",202043,725,236,489,5471,32.6,12.3,9.2,0.227,22.7,22089,3282.18,24767.98,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",187,846.58,34.8,-1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","NW",202043,133,18,115,1134,13.5,8,3.8,0.226,22.6,4884,2723.18,23218.67,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",-13,-266.17,-8.9,-4.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","OW",202043,98,13,85,849,13.3,-6.5,5.4,0.234,23.4,4413,2220.71,19238.61,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",7,158.62,7.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","SG",202043,2104,409,1695,16575,19.4,6.4,6.3,0.236,23.6,66380,3169.63,24969.87,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",399,601.09,23.4,-4.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","SH",202043,276,53,223,2363,19.2,11.3,4.9,0.216,21.6,9517,2900.07,24829.25,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",47,493.85,20.5,-5.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","all","SO",202043,967,128,839,8119,13.2,1.9,4.8,0.233,23.3,32516,2973.92,24969.25,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-43",243,747.32,33.6,-4.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
