"altersklasse_covid19","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"50 - 59","all","JU",202042,209,72,137,1175,34.4,8.3,10.8,0.154,15.4,10899,1917.61,10780.81,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",121,1110.2,137.5,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","LU",202042,668,117,551,5114,17.5,5.8,4.9,0.14,14,62117,1075.39,8232.85,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",249,400.86,59.4,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","NE",202042,327,106,221,2611,32.4,14,8.4,0.148,14.8,25447,1285.02,10260.54,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",104,408.69,46.6,2.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","NW",202042,80,13,67,520,16.2,5.6,5.2,0.147,14.7,7265,1101.17,7157.6,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",33,454.23,70.2,1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","OW",202042,53,15,38,423,28.3,12.4,7.3,0.136,13.6,6131,864.46,6899.36,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",9,146.8,20.5,-4.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","SG",202042,862,179,683,7340,20.8,9.5,5.1,0.14,14,76499,1126.81,9594.9,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",338,441.83,64.5,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","SH",202042,119,9,110,1173,7.6,0.5,3.7,0.142,14.2,12774,931.58,9182.71,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",35,273.99,41.7,1.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","SO",202042,340,40,300,3735,11.8,1.6,3.9,0.131,13.1,43861,775.18,8515.54,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",57,129.96,20.1,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","SZ",202042,527,126,401,2984,23.9,2.6,8.6,0.169,16.9,26942,1956.05,11075.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",208,772.03,65.2,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","TG",202042,390,63,327,3878,16.2,4.4,3.9,0.139,13.9,44638,873.7,8687.67,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",85,190.43,27.9,-0.699999999999998,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","TI",202042,816,113,703,5228,13.8,5.1,4.1,0.151,15.1,57478,1419.67,9095.65,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",323,561.95,65.5,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","UR",202042,40,8,32,362,20,10.3,6.4,0.123,12.3,5504,726.74,6577.03,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",9,163.51,29,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","VD",202042,1833,429,1404,18422,23.4,11.5,7.1,0.133,13.3,113315,1617.61,16257.34,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",300,264.74,19.6,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","VS",202042,972,317,655,5202,32.6,9.4,11.1,0.145,14.5,52601,1847.87,9889.55,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",471,895.42,94,0.299999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","ZG",202042,336,44,292,2512,13.1,2.3,4.9,0.162,16.2,20806,1614.92,12073.44,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",95,456.6,39.4,0.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","all","ZH",202042,3241,404,2837,30514,12.5,3.4,4.3,0.132,13.2,220632,1468.96,13830.27,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",944,427.86,41.1,0.600000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","AG",202042,549,102,447,5680,18.6,7.6,5.2,0.076,7.6,79161,693.52,7175.25,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",168,212.22,44.1,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","AI",202042,27,8,19,131,29.6,4.6,11.5,0.123,12.3,1884,1433.12,6953.29,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",11,583.86,68.8,2.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","AR",202042,64,12,52,528,18.8,-6.2,5.1,0.109,10.9,7030,910.38,7510.67,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",28,398.29,77.8,2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","BE",202042,1078,183,895,9083,17,9.8,4.6,0.079,7.9,125570,858.49,7233.42,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",343,273.16,46.7,-0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","BL",202042,293,38,255,2766,13,6.6,2.6,0.087,8.7,35126,834.14,7874.51,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",153,435.57,109.3,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","BS",202042,173,11,162,2005,6.4,3.2,2.1,0.06,6,20767,833.05,9654.74,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",48,231.13,38.4,-0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","FL",202042,57,13,44,657,22.8,19.1,2.9,0.097,9.7,4811,1184.78,13656.2,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",3,62.35,5.6,0.700000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","FR",202042,385,119,266,2796,30.9,8.4,9,0.075,7.5,33114,1162.65,8443.56,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",185,558.68,92.5,1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","GE",202042,882,157,725,8289,17.8,5.5,6.3,0.067,6.7,46829,1883.45,17700.57,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",156,333.13,21.5,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","GL",202042,47,13,34,337,27.7,11.9,5.9,0.119,11.9,5138,914.75,6558.97,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",28,544.96,147.4,3.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","GR",202042,196,31,165,1758,15.8,9.2,3.6,0.091,9.1,25798,759.75,6814.48,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",60,232.58,44.1,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","JU",202042,114,48,66,899,42.1,12.7,7.9,0.084,8.4,9044,1260.5,9940.29,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",80,884.56,235.3,3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","LU",202042,300,60,240,2984,20,9.4,5.3,0.063,6.3,45366,661.29,6577.61,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",46,101.4,18.1,-1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","NE",202042,189,63,126,1776,33.3,5.8,8.1,0.085,8.5,18700,1010.7,9497.33,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",51,272.73,37,0.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","NW",202042,48,4,44,345,8.3,-25,7.2,0.088,8.8,5645,850.31,6111.6,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,0,0,-4.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","OW",202042,39,4,35,315,10.3,-20.5,4.8,0.1,10,4693,831.02,6712.12,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",13,277,50,-0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","SG",202042,518,125,393,4696,24.1,11.1,5.9,0.084,8.4,57360,903.07,8186.89,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",180,313.81,53.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","SH",202042,64,8,56,768,12.5,10.8,3.8,0.076,7.6,10288,622.08,7465.01,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",4,38.88,6.7,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","SO",202042,197,21,176,2499,10.7,2.4,3.8,0.076,7.6,34155,576.78,7316.64,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",28,81.98,16.6,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","SZ",202042,280,82,198,1753,29.3,4.2,10.2,0.09,9,19143,1462.68,9157.39,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",65,339.55,30.2,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","TG",202042,247,53,194,2482,21.5,13.4,3.9,0.088,8.8,33055,747.24,7508.7,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",86,260.17,53.4,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","TI",202042,390,57,333,3025,14.6,7.4,3.2,0.072,7.2,41962,929.41,7208.9,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",167,397.98,74.9,0.899999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","UR",202042,33,5,28,217,15.2,-19.8,8.8,0.102,10.2,4670,706.64,4646.68,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",13,278.37,65,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","VD",202042,885,184,701,10808,20.8,7.3,6.4,0.064,6.4,77560,1141.05,13935.02,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",54,69.62,6.5,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","VS",202042,562,185,377,3251,32.9,18.7,9.7,0.084,8.4,40752,1379.07,7977.52,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",309,758.24,122.1,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","ZG",202042,142,30,112,1316,21.1,9.1,5.4,0.068,6.8,13758,1032.13,9565.34,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",17,123.57,13.6,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","all","ZH",202042,1652,206,1446,17000,12.5,4.1,4.5,0.067,6.7,151391,1091.21,11229.2,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",419,276.76,34,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","AG",202042,244,45,199,3219,18.4,8.1,4.5,0.034,3.4,55576,439.04,5792.07,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",49,88.17,25.1,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","AI",202042,7,6,1,83,85.7,48.2,12,0.032,3.2,1332,525.53,6231.23,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-1,-75.07,-12.5,-1.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","AR",202042,30,6,24,300,20,10.9,2.7,0.051,5.1,4867,616.4,6163.96,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",8,164.38,36.4,-0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","BE",202042,645,136,509,5819,21.1,10.7,4.8,0.047,4.7,99066,651.08,5873.86,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",230,232.17,55.4,0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","BL",202042,153,34,119,1977,22.2,20.5,2.7,0.046,4.6,29003,527.53,6816.54,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",36,124.12,30.8,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","BS",202042,93,11,82,1324,11.8,6.2,2.5,0.032,3.2,16111,577.25,8217.99,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",21,130.35,29.2,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","FL",202042,34,11,23,247,32.4,32.4,5.3,0.058,5.8,3385,1004.43,7296.9,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",13,384.05,61.9,2.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","FR",202042,184,60,124,1598,32.6,8.8,8.8,0.036,3.6,23665,777.52,6752.59,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",83,350.73,82.2,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","GE",202042,565,115,450,5545,20.4,10.7,5,0.043,4.3,36581,1544.52,15158.14,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",112,306.17,24.7,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","GL",202042,13,3,10,168,23.1,6.4,4.2,0.033,3.3,3615,359.61,4647.3,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,27.66,8.3,-2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","GR",202042,121,17,104,1142,14,8.5,2.6,0.056,5.6,19606,617.16,5824.75,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",48,244.83,65.8,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","JU",202042,100,38,62,832,38,14.6,6.9,0.074,7.4,6890,1451.38,12075.47,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",53,769.23,112.8,0.699999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","LU",202042,178,27,151,1657,15.2,10.6,2.8,0.037,3.7,32315,550.83,5127.65,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",70,216.62,64.8,0.299999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","NE",202042,143,50,93,1452,35,7.3,8.3,0.065,6.5,15284,935.62,9500.13,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",24,157.03,20.2,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","NW",202042,19,5,14,218,26.3,26.3,4.6,0.035,3.5,4236,448.54,5146.36,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-7,-165.25,-26.9,-3.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","OW",202042,11,2,9,167,18.2,3.9,4.2,0.028,2.8,3228,340.77,5173.48,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-3,-92.94,-21.4,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","SG",202042,306,77,229,2797,25.2,15.2,4.6,0.05,5,42703,716.58,6549.89,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",116,271.65,61.1,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","SH",202042,48,3,45,547,6.2,-2.6,2.4,0.057,5.7,7758,618.72,7050.79,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",14,180.46,41.2,0.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","SO",202042,91,7,84,1447,7.7,2.8,2.1,0.035,3.5,24048,378.41,6017.13,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",10,41.58,12.3,-0.799999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","SZ",202042,172,61,111,1038,35.5,7,11.6,0.055,5.5,13024,1320.64,7969.9,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",42,322.48,32.3,-0.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","TG",202042,139,36,103,1417,25.9,19.6,5,0.05,5,22373,621.28,6333.53,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",44,196.66,46.3,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","TI",202042,231,25,206,2648,10.8,5.8,1.8,0.043,4.3,36178,638.51,7319.37,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",71,196.25,44.4,-0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","UR",202042,23,6,17,170,26.1,11.8,5.9,0.071,7.1,3418,672.91,4973.67,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",16,468.11,228.6,3.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","VD",202042,712,144,568,8534,20.2,10.9,4.4,0.052,5.2,60455,1177.74,14116.28,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",101,167.07,16.5,0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","VS",202042,387,148,239,2467,38.2,9.8,9.2,0.058,5.8,31866,1214.46,7741.79,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",186,583.69,92.5,0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","ZG",202042,69,8,61,670,11.6,-5.3,5.1,0.033,3.3,10107,682.7,6629.07,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",4,39.58,6.2,-0.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","all","ZH",202042,912,117,795,11042,12.8,5,3.6,0.037,3.7,118213,771.49,9340.77,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",230,194.57,33.7,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","AG",202042,172,28,144,2257,16.3,10.7,3.1,0.024,2.4,31821,540.52,7092.8,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",47,147.7,37.6,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","AI",202042,14,12,2,57,85.7,73.2,22.8,0.064,6.4,952,1470.59,5987.39,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",6,630.25,75,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","AR",202042,17,4,13,206,23.5,23.5,2.4,0.029,2.9,2971,572.2,6933.69,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",9,302.93,112.5,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","BE",202042,502,80,422,4549,15.9,7.2,3.2,0.037,3.7,61530,815.86,7393.14,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",202,328.29,67.3,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","BL",202042,101,12,89,1493,11.9,8,1.3,0.03,3,19047,530.27,7838.5,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",24,126.01,31.2,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","BS",202042,72,0,72,1383,0,-4.1,2.2,0.025,2.5,13218,544.71,10463,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",23,174,46.9,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","FL",202042,13,2,11,232,15.4,3.4,2.2,0.022,2.2,1528,850.79,15183.25,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-12,-785.34,-48,-2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","FR",202042,173,67,106,1433,38.7,13.2,13,0.034,3.4,12913,1339.74,11097.34,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",79,611.79,84,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","GE",202042,594,101,493,5531,17,7.9,6.1,0.045,4.5,25778,2304.29,21456.28,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",134,519.82,29.1,-0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","GL",202042,10,1,9,113,10,10,0.9,0.025,2.5,2285,437.64,4945.3,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-3,-131.29,-23.1,-3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","GR",202042,66,2,64,781,3,1.4,1.5,0.031,3.1,11582,569.85,6743.22,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",5,43.17,8.2,-0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","JU",202042,220,59,161,1073,26.8,1.3,7.4,0.162,16.2,4510,4878.05,23791.57,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",169,3747.23,331.4,8.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","LU",202042,140,22,118,1249,15.7,5.2,3.5,0.029,2.9,21100,663.51,5919.43,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",45,213.27,47.4,-0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","NE",202042,87,27,60,1133,31,18.6,6.5,0.039,3.9,10219,851.36,11087.19,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-66,-645.85,-43.1,-4.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","NW",202042,14,1,13,127,7.1,7.1,0.8,0.026,2.6,2187,640.15,5807.04,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-1,-45.72,-6.7,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","OW",202042,29,14,15,145,48.3,6.9,18.6,0.075,7.5,1937,1497.16,7485.8,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",0,0,0,-4.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","SG",202042,182,54,128,1898,29.7,19.3,4.4,0.03,3,25881,703.22,7333.57,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",38,146.83,26.4,-0.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","SH",202042,46,1,45,474,2.2,-0.4,0.6,0.055,5.5,5190,886.32,9132.95,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",8,154.14,21.1,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","SO",202042,63,5,58,1286,7.9,3.7,1.8,0.024,2.4,15229,413.68,8444.42,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-8,-52.54,-11.3,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","SZ",202042,159,36,123,832,22.6,6.2,8.5,0.051,5.1,7600,2092.11,10947.37,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-30,-394.73,-15.9,-4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","TG",202042,93,20,73,1010,21.5,10.4,3.5,0.033,3.3,13053,712.48,7737.68,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",30,229.83,47.6,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","TI",202042,304,32,272,3270,10.5,8.6,1.7,0.056,5.6,24908,1220.49,13128.31,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",90,361.33,42.1,-0.499999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","UR",202042,10,2,8,102,20,20,4.9,0.031,3.1,2031,492.37,5022.16,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",1,49.24,11.1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","VD",202042,777,95,682,8428,12.2,6,3.9,0.056,5.6,38359,2025.6,21971.38,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",243,633.49,45.5,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","VS",202042,412,130,282,2124,31.6,9.7,8.9,0.061,6.1,18035,2284.45,11777.1,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",252,1397.29,157.5,1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","ZG",202042,41,6,35,529,14.6,-6.6,3.4,0.02,2,5847,701.21,9047.37,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",8,136.82,24.2,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","all","ZH",202042,755,95,660,8822,12.6,6.8,2.8,0.031,3.1,75487,1000.17,11686.78,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",149,197.38,24.6,-0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","all","AG",202042,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-05-20_07-49-25","isoweek","2020-42",-1,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
